0;TrialType;2_PortFixCue;17:48:07.7011968
48;RespError_cuefrac;1.12664602461402;17:58:55.0385280
48;StimOn;False;17:58:55.0431616
48;valve_dur_ms;0;17:58:55.0433024
48;ModOutcome;RespMod_bad;17:58:55.0433536
48;ModEvent;RespMod_off;17:58:55.0434560
48;Cue_D;0.25;17:58:55.0441728
48;StimOn;False;17:58:55.0528128
48;Trial_ended;True;17:58:55.0529280
48;valve_dur_ms;1600;17:58:55.0530048
48;ITI;0.603953885195755;17:58:55.0530560
48;ModEvent;waiting;17:58:55.0537344
48;ModOutcome;waiting;17:58:55.0537856
49;Event;TrialNum;17:58:55.6702336
49;ModEvent;FixationMod_on;17:58:55.6724992
49;anchor_xy;(-0.287865729703505, -0.45);17:58:58.6717312
49;Cue_xyRel;(0.153795749038547, 0.369251767196411);17:58:58.6717568
49;Cue_xy;(-0.134069980664958, -0.0807482328035895);17:58:58.6722816
49;StimOn;True;17:58:58.8893056
49;TimerEvent;FixationStarted;17:58:58.8894464
49;TimerEvent;FixationCompleted;17:58:59.6167936
49;ModOutcome;FixationMod_done;17:58:59.6244352
49;ModEvent;FixationMod_off;17:58:59.6246272
49;FixationDur;0.9577711;17:58:59.6252416
49;ModEvent;waiting;17:58:59.6260224
49;ModEvent;RespMod_on;17:58:59.6263680
49;ModOutcome;waiting;17:58:59.6320000
49;RespError_cuefrac;2.36754257435879;17:59:00.9726464
49;StimOn;False;17:59:00.9784320
49;valve_dur_ms;0;17:59:00.9785344
49;ModOutcome;RespMod_bad;17:59:00.9785600
49;ModEvent;RespMod_off;17:59:00.9786112
49;Cue_D;0.25;17:59:00.9790208
49;StimOn;False;17:59:00.9830016
49;Trial_ended;True;17:59:00.9830528
49;valve_dur_ms;1600;17:59:00.9830912
49;ITI;0.505309199218317;17:59:00.9831296
49;ModEvent;waiting;17:59:00.9833984
49;ModOutcome;waiting;17:59:00.9834240
50;Event;TrialNum;17:59:01.5012480
50;ModEvent;FixationMod_on;17:59:01.5033856
50;anchor_xy;(0.089309724392048, -0.45);17:59:05.3771264
50;Cue_xyRel;(0.360373272534844, -0.173583134095819);17:59:05.3771520
50;Cue_xy;(0.449682996926892, -0.623583134095819);17:59:05.3777152
50;StimOn;True;17:59:05.5900928
50;TimerEvent;FixationStarted;17:59:05.5901696
50;TimerEvent;FixationCompleted;17:59:06.3523840
50;ModOutcome;FixationMod_done;17:59:06.3600128
50;ModEvent;FixationMod_off;17:59:06.3600896
50;FixationDur;1.002969;17:59:06.3606784
50;ModEvent;waiting;17:59:06.3615232
50;ModEvent;RespMod_on;17:59:06.3619200
50;ModOutcome;waiting;17:59:06.3646592
50;RespError_cuefrac;1.34442757143863;17:59:07.9691008
50;StimOn;False;17:59:07.9740032
50;valve_dur_ms;0;17:59:07.9740800
50;ModOutcome;RespMod_bad;17:59:07.9741056
50;ModEvent;RespMod_off;17:59:07.9741440
50;Cue_D;0.25;17:59:07.9747328
50;StimOn;False;17:59:07.9792384
50;Trial_ended;True;17:59:07.9793152
50;valve_dur_ms;1600;17:59:07.9793792
50;ITI;0.993908861183519;17:59:07.9794432
50;ModEvent;waiting;17:59:07.9798912
50;ModOutcome;waiting;17:59:07.9799680
51;Event;TrialNum;17:59:08.9880576
51;ModEvent;FixationMod_on;17:59:08.9968128
51;anchor_xy;(0.697401210343186, -0.45);17:59:36.5790464
51;Cue_xyRel;(-0.394142319678339, -0.068204338854487);17:59:36.5790976
51;Cue_xy;(0.303258890664847, -0.518204338854487);17:59:36.5801344
51;StimOn;True;17:59:36.8014208
51;TimerEvent;FixationStarted;17:59:36.8014592
51;TimerEvent;FixationCompleted;17:59:37.6050560
51;ModOutcome;FixationMod_done;17:59:37.6128512
51;ModEvent;FixationMod_off;17:59:37.6129152
51;FixationDur;1.0503;17:59:37.6134784
51;ModEvent;waiting;17:59:37.6140928
51;ModEvent;RespMod_on;17:59:37.6144256
51;ModOutcome;waiting;17:59:37.6169856
51;RespError_cuefrac;1.51994773448741;17:59:38.2772352
51;StimOn;False;17:59:38.2833408
51;valve_dur_ms;0;17:59:38.2835328
51;ModOutcome;RespMod_bad;17:59:38.2835968
51;ModEvent;RespMod_off;17:59:38.2836736
51;Cue_D;0.25;17:59:38.2842112
51;StimOn;False;17:59:38.2936064
51;Trial_ended;True;17:59:38.2936960
51;valve_dur_ms;1600;17:59:38.2937984
51;ITI;0.871970711681978;17:59:38.2940288
51;ModEvent;waiting;17:59:38.2950272
51;ModOutcome;waiting;17:59:38.2951040
52;Event;TrialNum;17:59:39.1814528
52;ModEvent;FixationMod_on;17:59:39.1864192
52;anchor_xy;(0.692346771379163, -0.45);17:59:42.2790016
52;Cue_xyRel;(0.00940439960823546, -0.399889431303215);17:59:42.2790400
52;Cue_xy;(0.701751170987398, -0.849889431303215);17:59:42.2795520
52;StimOn;True;17:59:42.5014400
52;TimerEvent;FixationStarted;17:59:42.5015936
52;TimerEvent;FixationCompleted;17:59:43.3571200
52;ModOutcome;FixationMod_done;17:59:43.3648128
52;ModEvent;FixationMod_off;17:59:43.3648896
52;FixationDur;1.099864;17:59:43.3653888
52;ModEvent;waiting;17:59:43.3659904
52;ModEvent;RespMod_on;17:59:43.3662848
52;ModOutcome;waiting;17:59:43.3685248
52;RespError_cuefrac;0.734668892063385;17:59:44.6308480
52;StimOn;False;17:59:44.6445056
52;valve_dur_ms;542;17:59:44.6446848
52;ModOutcome;RespMod_ok;17:59:44.6447488
52;ModEvent;RespMod_off;17:59:44.6448512
52;Cue_D;0.25;17:59:44.6457984
52;ModEvent;waiting;17:59:44.6468992
52;ModEvent;LickMod_on;17:59:44.6505856
52;valve_dur_ms;500;17:59:44.6542208
52;ModOutcome;waiting;17:59:44.6565760
52;valve_dur_ms;42;17:59:48.1876736
52;ModOutcome;LickMod_done;17:59:48.4031872
52;ModEvent;LickMod_off;17:59:48.4032512
52;StimOn;False;17:59:48.4127488
52;Trial_ended;True;17:59:48.4128512
52;valve_dur_ms;1600;17:59:48.4130432
52;ITI;0.731933937748863;17:59:48.4131072
52;ModEvent;waiting;17:59:48.4136448
52;ModOutcome;waiting;17:59:48.4136960
53;Event;TrialNum;17:59:49.1521280
53;ModEvent;FixationMod_on;17:59:49.1597312
53;anchor_xy;(0.391154828258397, -0.45);17:59:52.3596544
53;Cue_xyRel;(-0.187451866418869, 0.353357889081428);17:59:52.3596928
53;Cue_xy;(0.203702961839528, -0.0966421109185723);17:59:52.3602432
53;StimOn;True;17:59:52.5664640
53;TimerEvent;FixationStarted;17:59:52.5664896
53;TimerEvent;FixationCompleted;17:59:53.4750848
53;ModOutcome;FixationMod_done;17:59:53.4828032
53;ModEvent;FixationMod_off;17:59:53.4828800
53;FixationDur;1.151767;17:59:53.4836480
53;ModEvent;waiting;17:59:53.4846208
53;ModEvent;RespMod_on;17:59:53.4851456
53;ModOutcome;waiting;17:59:53.4890752
53;RespError_cuefrac;1.60144060286921;17:59:54.1225600
53;StimOn;False;17:59:54.1349632
53;valve_dur_ms;0;17:59:54.1351936
53;ModOutcome;RespMod_bad;17:59:54.1353216
53;ModEvent;RespMod_off;17:59:54.1353856
53;Cue_D;0.25;17:59:54.1360896
53;StimOn;False;17:59:54.1438080
53;Trial_ended;True;17:59:54.1439232
53;valve_dur_ms;1600;17:59:54.1439872
53;ITI;0.525309717992931;17:59:54.1440384
53;ModEvent;waiting;17:59:54.1446272
53;ModOutcome;waiting;17:59:54.1446784
54;Event;TrialNum;17:59:54.6779008
54;ModEvent;FixationMod_on;17:59:54.6825088
54;anchor_xy;(-0.102786569601291, -0.45);17:59:57.5090688
54;Cue_xyRel;(-0.16810825358575, -0.362959522641781);17:59:57.5091072
54;Cue_xy;(-0.270894823187041, -0.812959522641781);17:59:57.5097984
54;StimOn;True;17:59:57.7222400
54;TimerEvent;FixationStarted;17:59:57.7222528
54;TimerEvent;FixationCompleted;17:59:58.6860032
54;ModOutcome;FixationMod_done;17:59:58.6937600
54;ModEvent;FixationMod_off;17:59:58.6938752
54;FixationDur;1.20612;17:59:58.6946816
54;ModEvent;waiting;17:59:58.6956416
54;ModEvent;RespMod_on;17:59:58.6960640
54;ModOutcome;waiting;17:59:58.7002496
54;RespError_cuefrac;0.390875949178504;17:59:59.4221056
54;StimOn;False;17:59:59.4316928
54;valve_dur_ms;1600;17:59:59.4318208
54;ModOutcome;RespMod_perfect;17:59:59.4318720
54;ModEvent;RespMod_off;17:59:59.4319360
54;Cue_D;0.25;17:59:59.4326272
54;ModEvent;waiting;17:59:59.4333952
54;ModEvent;LickMod_on;17:59:59.4367488
54;valve_dur_ms;500;17:59:59.4390272
54;ModOutcome;waiting;17:59:59.4404864
54;valve_dur_ms;500;18:00:01.9609088
54;valve_dur_ms;500;18:00:02.4681344
54;valve_dur_ms;100;18:00:02.9762304
54;ModOutcome;LickMod_done;18:00:02.9812736
54;ModEvent;LickMod_off;18:00:02.9813376
54;StimOn;False;18:00:02.9859968
54;Trial_ended;True;18:00:02.9860608
54;valve_dur_ms;1600;18:00:02.9860992
54;ITI;0.690049062338681;18:00:02.9861248
54;ModEvent;waiting;18:00:02.9863936
54;ModOutcome;waiting;18:00:02.9864192
55;Event;TrialNum;18:00:03.6942080
55;ModEvent;FixationMod_on;18:00:03.6992384
55;anchor_xy;(-0.401091279374012, -0.45);18:00:06.9342720
55;Cue_xyRel;(-0.307177366129917, 0.256207075892698);18:00:06.9343360
55;Cue_xy;(-0.70826864550393, -0.193792924107302);18:00:06.9350528
55;StimOn;True;18:00:07.1598720
55;TimerEvent;FixationStarted;18:00:07.1599232
55;TimerEvent;FixationCompleted;18:00:08.1763456
55;ModOutcome;FixationMod_done;18:00:08.1840000
55;ModEvent;FixationMod_off;18:00:08.1840896
55;FixationDur;1.263037;18:00:08.1848448
55;ModEvent;waiting;18:00:08.1858176
55;ModEvent;RespMod_on;18:00:08.1862528
55;ModOutcome;waiting;18:00:08.1884160
55;RespError_cuefrac;1.52501752854767;18:00:08.8686464
55;StimOn;False;18:00:08.8817536
55;valve_dur_ms;0;18:00:08.8819200
55;ModOutcome;RespMod_bad;18:00:08.8819968
55;ModEvent;RespMod_off;18:00:08.8821120
55;Cue_D;0.25;18:00:08.8830336
55;StimOn;False;18:00:08.8951040
55;Trial_ended;True;18:00:08.8952064
55;valve_dur_ms;1600;18:00:08.8952704
55;ITI;0.912001862848178;18:00:08.8953216
55;ModEvent;waiting;18:00:08.8958720
55;ModOutcome;waiting;18:00:08.8959488
56;Event;TrialNum;18:00:09.8160640
56;ModEvent;FixationMod_on;18:00:09.8188288
56;anchor_xy;(0.134947519779647, -0.45);18:00:12.7307136
56;Cue_xyRel;(-0.000541687092990864, -0.399999633218698);18:00:12.7307520
56;Cue_xy;(0.134405832686656, -0.849999633218699);18:00:12.7314048
56;StimOn;True;18:00:12.9468416
56;TimerEvent;FixationStarted;18:00:12.9468672
56;TimerEvent;FixationInterrupted;18:00:13.8372096
56;StimOn;False;18:00:13.8441984
56;anchor_xy;(0.607359618953131, -0.45);18:00:14.7428736
56;Cue_xyRel;(0.398772687644326, 0.031310438976812);18:00:14.7429504
56;Cue_xy;(1.00613230659746, -0.418689561023188);18:00:14.7436672
56;StimOn;True;18:00:14.9556864
56;TimerEvent;FixationStarted;18:00:14.9557504
56;TimerEvent;FixationInterrupted;18:00:15.0987520
56;StimOn;False;18:00:15.1062144
56;anchor_xy;(-0.0534122080837434, -0.45);18:00:21.2424320
56;Cue_xyRel;(-0.196704011350135, 0.348292308153318);18:00:21.2424704
56;Cue_xy;(-0.250116219433878, -0.101707691846682);18:00:21.2430592
56;StimOn;True;18:00:21.4599680
56;TimerEvent;FixationStarted;18:00:21.4599936
56;TimerEvent;FixationCompleted;18:00:22.5239936
56;ModOutcome;FixationMod_done;18:00:22.5317888
56;ModEvent;FixationMod_off;18:00:22.5319040
56;FixationDur;1.322641;18:00:22.5362304
56;ModEvent;waiting;18:00:22.5373312
56;ModEvent;RespMod_on;18:00:22.5378432
56;ModOutcome;waiting;18:00:22.5419264
56;RespError_cuefrac;0.753436175399413;18:00:23.1303552
56;StimOn;False;18:00:23.1427456
56;valve_dur_ms;498;18:00:23.1429248
56;ModOutcome;RespMod_ok;18:00:23.1430400
56;ModEvent;RespMod_off;18:00:23.1431808
56;Cue_D;0.25;18:00:23.1440896
56;ModEvent;waiting;18:00:23.1450624
56;ModEvent;LickMod_on;18:00:23.1484288
56;valve_dur_ms;498;18:00:23.1502976
56;ModOutcome;waiting;18:00:23.1511552
56;ModOutcome;LickMod_done;18:00:24.7048960
56;ModEvent;LickMod_off;18:00:24.7049600
56;StimOn;False;18:00:24.7108736
56;Trial_ended;True;18:00:24.7109504
56;valve_dur_ms;1600;18:00:24.7109888
56;ITI;0.967748499227571;18:00:24.7110272
56;ModEvent;waiting;18:00:24.7113728
56;ModOutcome;waiting;18:00:24.7113984
57;Event;TrialNum;18:00:25.6837888
57;ModEvent;FixationMod_on;18:00:25.6877184
57;anchor_xy;(-0.0231889576712572, -0.45);18:00:29.4675840
57;Cue_xyRel;(0.230383513729942, -0.32699149316373);18:00:29.4676096
57;Cue_xy;(0.207194556058685, -0.77699149316373);18:00:29.4681088
57;StimOn;True;18:00:29.6799232
57;TimerEvent;FixationStarted;18:00:29.6799488
57;TimerEvent;FixationCompleted;18:00:30.8055424
57;ModOutcome;FixationMod_done;18:00:30.8131456
57;ModEvent;FixationMod_off;18:00:30.8131968
57;FixationDur;1.385057;18:00:30.8137600
57;ModEvent;waiting;18:00:30.8144768
57;ModEvent;RespMod_on;18:00:30.8151296
57;ModOutcome;waiting;18:00:30.8185216
57;RespError_cuefrac;0.973453109439842;18:00:31.4097408
57;StimOn;False;18:00:31.4154880
57;valve_dur_ms;180;18:00:31.4155904
57;ModOutcome;RespMod_ok;18:00:31.4156416
57;ModEvent;RespMod_off;18:00:31.4156928
57;Cue_D;0.25;18:00:31.4161664
57;ModEvent;waiting;18:00:31.4166656
57;ModEvent;LickMod_on;18:00:31.4203264
57;valve_dur_ms;180;18:00:31.4233088
57;ModOutcome;waiting;18:00:31.4244480
57;ModOutcome;LickMod_done;18:00:33.3398400
57;ModEvent;LickMod_off;18:00:33.3398912
57;StimOn;False;18:00:33.3450880
57;Trial_ended;True;18:00:33.3451648
57;valve_dur_ms;1600;18:00:33.3452160
57;ITI;0.926915939863266;18:00:33.3452672
57;ModEvent;waiting;18:00:33.3455872
57;ModOutcome;waiting;18:00:33.3456256
58;Event;TrialNum;18:00:34.2901888
58;ModEvent;FixationMod_on;18:00:34.2945792
58;anchor_xy;(0.671150087258383, -0.45);18:00:36.5722368
58;Cue_xyRel;(-0.077861647554096, -0.392348778308486);18:00:36.5722880
58;Cue_xy;(0.593288439704287, -0.842348778308486);18:00:36.5730432
58;StimOn;True;18:00:36.7969536
58;TimerEvent;FixationStarted;18:00:36.7969792
58;TimerEvent;FixationInterrupted;18:00:37.8092544
58;StimOn;False;18:00:37.8234624
58;anchor_xy;(0.723204741120899, -0.45);18:00:54.3695232
58;Cue_xyRel;(-0.166277895405788, -0.363801678802368);18:00:54.3695616
58;Cue_xy;(0.556926845715111, -0.813801678802369);18:00:54.3703424
58;StimOn;True;18:00:54.5868288
58;TimerEvent;FixationStarted;18:00:54.5868544
58;TimerEvent;FixationCompleted;18:00:55.7800064
58;ModOutcome;FixationMod_done;18:00:55.7875968
58;ModEvent;FixationMod_off;18:00:55.7876480
58;FixationDur;1.450419;18:00:55.7881088
58;ModEvent;waiting;18:00:55.7886464
58;ModEvent;RespMod_on;18:00:55.7889152
58;ModOutcome;waiting;18:00:55.7909248
58;RespError_cuefrac;0.504808810622872;18:00:56.6221952
58;StimOn;False;18:00:56.6291968
58;valve_dur_ms;1564;18:00:56.6292992
58;ModOutcome;RespMod_ok;18:00:56.6293504
58;ModEvent;RespMod_off;18:00:56.6294144
58;Cue_D;0.25;18:00:56.6299648
58;ModEvent;waiting;18:00:56.6305664
58;ModEvent;LickMod_on;18:00:56.6340864
58;valve_dur_ms;500;18:00:56.6372992
58;ModOutcome;waiting;18:00:56.6384512
58;valve_dur_ms;500;18:01:00.4199680
58;valve_dur_ms;500;18:01:01.1315840
58;valve_dur_ms;64;18:01:01.6465792
58;ModOutcome;LickMod_done;18:01:01.6508032
58;ModEvent;LickMod_off;18:01:01.6508672
58;StimOn;False;18:01:01.6578944
58;Trial_ended;True;18:01:01.6580352
58;valve_dur_ms;1600;18:01:01.6581504
58;ITI;0.879663601228811;18:01:01.6582528
58;ModEvent;waiting;18:01:01.6586752
58;ModOutcome;waiting;18:01:01.6587136
59;Event;TrialNum;18:01:02.5586816
59;ModEvent;FixationMod_on;18:01:02.5637120
59;anchor_xy;(-0.062499043155694, -0.45);18:01:05.7921024
59;Cue_xyRel;(-0.371336274294704, -0.148692203537806);18:01:05.7922048
59;Cue_xy;(-0.433835317450398, -0.598692203537806);18:01:05.7933568
59;StimOn;True;18:01:06.0020608
59;TimerEvent;FixationStarted;18:01:06.0020864
59;TimerEvent;FixationCompleted;18:01:07.2566784
59;ModOutcome;FixationMod_done;18:01:07.2643584
59;ModEvent;FixationMod_off;18:01:07.2645632
59;FixationDur;1.518865;18:01:07.2652416
59;ModEvent;waiting;18:01:07.2660736
59;ModEvent;RespMod_on;18:01:07.2664832
59;ModOutcome;waiting;18:01:07.2696832
59;RespError_cuefrac;0.503992923102909;18:01:07.7628416
59;StimOn;False;18:01:07.7748480
59;valve_dur_ms;1570;18:01:07.7750016
59;ModOutcome;RespMod_ok;18:01:07.7750656
59;ModEvent;RespMod_off;18:01:07.7751552
59;Cue_D;0.25;18:01:07.7759744
59;ModEvent;waiting;18:01:07.7768832
59;ModEvent;LickMod_on;18:01:07.7803648
59;valve_dur_ms;500;18:01:07.7833216
59;ModOutcome;waiting;18:01:07.7849472
59;valve_dur_ms;500;18:01:10.1806976
59;valve_dur_ms;500;18:01:10.6857344
59;valve_dur_ms;70;18:01:11.1886080
59;ModOutcome;LickMod_done;18:01:11.1926400
59;ModEvent;LickMod_off;18:01:11.1927680
59;StimOn;False;18:01:11.2053632
59;Trial_ended;True;18:01:11.2054912
59;valve_dur_ms;1600;18:01:11.2055424
59;ITI;0.67690088305478;18:01:11.2055936
59;ModEvent;waiting;18:01:11.2059392
59;ModOutcome;waiting;18:01:11.2059648
60;Event;TrialNum;18:01:11.8872960
60;ModEvent;FixationMod_on;18:01:11.8910208
60;anchor_xy;(0.633665594423034, -0.45);18:01:15.5070720
60;Cue_xyRel;(0.185650859587535, -0.354307434771569);18:01:15.5070976
60;Cue_xy;(0.819316454010569, -0.804307434771569);18:01:15.5078400
60;StimOn;True;18:01:15.7272704
60;TimerEvent;FixationStarted;18:01:15.7272832
60;TimerEvent;FixationCompleted;18:01:17.0486400
60;ModOutcome;FixationMod_done;18:01:17.0563456
60;ModEvent;FixationMod_off;18:01:17.0564096
60;FixationDur;1.590541;18:01:17.0570112
60;ModEvent;waiting;18:01:17.0577408
60;ModEvent;RespMod_on;18:01:17.0581504
60;ModOutcome;waiting;18:01:17.0606464
60;RespError_cuefrac;0.901594973817942;18:01:17.9851392
60;StimOn;False;18:01:17.9944192
60;valve_dur_ms;251;18:01:17.9945344
60;ModOutcome;RespMod_ok;18:01:17.9945984
60;ModEvent;RespMod_off;18:01:17.9946624
60;Cue_D;0.25;18:01:17.9973632
60;ModEvent;waiting;18:01:17.9984896
60;ModEvent;LickMod_on;18:01:18.0019840
60;valve_dur_ms;251;18:01:18.0041984
60;ModOutcome;waiting;18:01:18.0055168
60;ModOutcome;LickMod_done;18:01:19.8989568
60;ModEvent;LickMod_off;18:01:19.8991232
60;StimOn;False;18:01:19.9126784
60;Trial_ended;True;18:01:19.9127680
60;valve_dur_ms;1600;18:01:19.9128448
60;ITI;0.51065557706666;18:01:19.9128832
60;ModEvent;waiting;18:01:19.9132672
60;ModOutcome;waiting;18:01:19.9132928
61;Event;TrialNum;18:01:20.4406144
61;ModEvent;FixationMod_on;18:01:20.4432640
61;anchor_xy;(0.240641527897977, -0.45);18:01:24.5932160
61;Cue_xyRel;(0.388653460834324, 0.094596444867146);18:01:24.5932928
61;Cue_xy;(0.6292949887323, -0.355403555132854);18:01:24.5945088
61;StimOn;True;18:01:24.8152320
61;TimerEvent;FixationStarted;18:01:24.8152704
61;TimerEvent;FixationCompleted;18:01:26.2129408
61;ModOutcome;FixationMod_done;18:01:26.2207488
61;ModEvent;FixationMod_off;18:01:26.2208640
61;FixationDur;1.6656;18:01:26.2233472
61;ModEvent;waiting;18:01:26.2247424
61;ModEvent;RespMod_on;18:01:26.2251136
61;ModOutcome;waiting;18:01:26.2270976
61;RespError_cuefrac;1.98773912086027;18:01:27.0690560
61;StimOn;False;18:01:27.0819456
61;valve_dur_ms;0;18:01:27.0820992
61;ModOutcome;RespMod_bad;18:01:27.0821632
61;ModEvent;RespMod_off;18:01:27.0822656
61;Cue_D;0.25;18:01:27.0832768
61;StimOn;False;18:01:27.0918528
61;Trial_ended;True;18:01:27.0919680
61;valve_dur_ms;1600;18:01:27.0920576
61;ITI;0.607234772810356;18:01:27.0921216
61;ModEvent;waiting;18:01:27.0926336
61;ModOutcome;waiting;18:01:27.0926848
62;Event;TrialNum;18:01:27.7075456
62;ModEvent;FixationMod_on;18:01:27.7118976
62;anchor_xy;(-0.687683169104943, -0.45);18:01:32.9021056
62;Cue_xyRel;(-0.358366032265078, 0.177690142997818);18:01:32.9021696
62;Cue_xy;(-1.04604920137002, -0.272309857002182);18:01:32.9032448
62;StimOn;True;18:01:33.1223808
62;TimerEvent;FixationStarted;18:01:33.1224064
62;TimerEvent;FixationCompleted;18:01:34.5896192
62;ModOutcome;FixationMod_done;18:01:34.5974400
62;ModEvent;FixationMod_off;18:01:34.5975936
62;FixationDur;1.744201;18:01:34.5981696
62;ModEvent;waiting;18:01:34.5988352
62;ModEvent;RespMod_on;18:01:34.5991936
62;ModOutcome;waiting;18:01:34.6015360
62;RespError_cuefrac;0.836429699931067;18:01:36.4249088
62;StimOn;False;18:01:36.4311040
62;valve_dur_ms;339;18:01:36.4312064
62;ModOutcome;RespMod_ok;18:01:36.4312448
62;ModEvent;RespMod_off;18:01:36.4313728
62;Cue_D;0.25;18:01:36.4319488
62;ModEvent;waiting;18:01:36.4325376
62;ModEvent;LickMod_on;18:01:36.4359680
62;valve_dur_ms;339;18:01:36.4378880
62;ModOutcome;waiting;18:01:36.4390400
62;ModOutcome;LickMod_done;18:01:37.9227904
62;ModEvent;LickMod_off;18:01:37.9229440
62;StimOn;False;18:01:37.9381248
62;Trial_ended;True;18:01:37.9382784
62;valve_dur_ms;1600;18:01:37.9383936
62;ITI;0.936075649194455;18:01:37.9384832
62;ModEvent;waiting;18:01:37.9390080
62;ModOutcome;waiting;18:01:37.9390592
63;Event;TrialNum;18:01:38.8806528
63;ModEvent;FixationMod_on;18:01:38.8850176
63;anchor_xy;(-0.0034859587128675, -0.45);18:01:42.3259008
63;Cue_xyRel;(0.289033484198774, 0.276513372211756);18:01:42.3259264
63;Cue_xy;(0.285547525485907, -0.173486627788244);18:01:42.3264384
63;StimOn;True;18:01:42.5374080
63;TimerEvent;FixationStarted;18:01:42.5374336
63;TimerEvent;FixationCompleted;18:01:44.0824960
63;ModOutcome;FixationMod_done;18:01:44.0901376
63;ModEvent;FixationMod_off;18:01:44.0902144
63;FixationDur;1.826511;18:01:44.0908928
63;ModEvent;waiting;18:01:44.0917632
63;ModEvent;RespMod_on;18:01:44.0922240
63;ModOutcome;waiting;18:01:44.0955776
63;RespError_cuefrac;1.60367259275645;18:01:44.4409344
63;StimOn;False;18:01:44.4455168
63;valve_dur_ms;0;18:01:44.4456064
63;ModOutcome;RespMod_bad;18:01:44.4456320
63;ModEvent;RespMod_off;18:01:44.4456704
63;Cue_D;0.25;18:01:44.4461056
63;StimOn;False;18:01:44.4514176
63;Trial_ended;True;18:01:44.4514944
63;valve_dur_ms;1600;18:01:44.4515456
63;ITI;0.997749277389492;18:01:44.4515840
63;ModEvent;waiting;18:01:44.4519808
63;ModOutcome;waiting;18:01:44.4520192
64;Event;TrialNum;18:01:45.4636800
64;ModEvent;FixationMod_on;18:01:45.4692480
64;anchor_xy;(-0.283517968595735, -0.45);18:01:48.7548800
64;Cue_xyRel;(0.288253380523944, 0.277326501828654);18:01:48.7549056
64;Cue_xy;(0.00473541192820914, -0.172673498171346);18:01:48.7555328
64;StimOn;True;18:01:48.9739264
64;TimerEvent;FixationStarted;18:01:48.9739520
64;TimerEvent;FixationCompleted;18:01:50.6131968
64;ModOutcome;FixationMod_done;18:01:50.6209152
64;ModEvent;FixationMod_off;18:01:50.6210304
64;FixationDur;1.912705;18:01:50.6221440
64;ModEvent;waiting;18:01:50.6250496
64;ModEvent;RespMod_on;18:01:50.6257664
64;ModOutcome;waiting;18:01:50.6339840
64;RespError_cuefrac;1.45427752656723;18:01:51.1228928
64;StimOn;False;18:01:51.1338368
64;valve_dur_ms;0;18:01:51.1339776
64;ModOutcome;RespMod_bad;18:01:51.1340416
64;ModEvent;RespMod_off;18:01:51.1341568
64;Cue_D;0.25;18:01:51.1349248
64;StimOn;False;18:01:51.1428608
64;Trial_ended;True;18:01:51.1429504
64;valve_dur_ms;1600;18:01:51.1430144
64;ITI;0.987999925849959;18:01:51.1430528
64;ModEvent;waiting;18:01:51.1435008
64;ModOutcome;waiting;18:01:51.1435520
65;Event;TrialNum;18:01:52.1357824
65;ModEvent;FixationMod_on;18:01:52.1397632
65;anchor_xy;(0.146291331498088, -0.45);18:01:54.9056128
65;Cue_xyRel;(-0.396066304564518, 0.0559596496469242);18:01:54.9056512
65;Cue_xy;(-0.24977497306643, -0.394040350353076);18:01:54.9063808
65;StimOn;True;18:01:55.1247872
65;TimerEvent;FixationStarted;18:01:55.1248000
65;TimerEvent;FixationInterrupted;18:01:56.7508352
65;StimOn;False;18:01:56.7611008
65;anchor_xy;(-0.373939964037361, -0.45);18:02:04.7459968
65;Cue_xyRel;(-0.127689870275542, 0.379071625196367);18:02:04.7460224
65;Cue_xy;(-0.501629834312903, -0.0709283748036326);18:02:04.7465216
65;StimOn;True;18:02:04.9675264
65;TimerEvent;FixationStarted;18:02:04.9675648
65;TimerEvent;FixationInterrupted;18:02:06.3746688
65;StimOn;False;18:02:06.3791744
65;anchor_xy;(0.427460138954902, -0.45);18:02:28.7107200
65;Cue_xyRel;(-0.349739261324657, 0.194119677230525);18:02:28.7107456
65;Cue_xy;(0.0777208776302447, -0.255880322769475);18:02:28.7112448
65;StimOn;True;18:02:28.9208064
65;TimerEvent;FixationStarted;18:02:28.9211008
65;TimerEvent;FixationInterrupted;18:02:29.9314432
65;StimOn;False;18:02:29.9377792
65;anchor_xy;(0.348218640842577, -0.45);18:02:53.7605120
65;Cue_xyRel;(0.175804495236195, 0.359294836387536);18:02:53.7605376
65;Cue_xy;(0.524023136078772, -0.0907051636124636);18:02:53.7610752
65;StimOn;True;18:02:53.9869952
65;TimerEvent;FixationStarted;18:02:53.9870976
65;TimerEvent;FixationInterrupted;18:02:54.4741248
65;StimOn;False;18:02:54.4936448
65;anchor_xy;(0.361787512419646, -0.45);18:03:04.1415552
65;Cue_xyRel;(-0.3916775739958, -0.0811706722207267);18:03:04.1415936
65;Cue_xy;(-0.0298900615761536, -0.531170672220727);18:03:04.1420928
65;StimOn;True;18:03:04.3543936
65;TimerEvent;FixationStarted;18:03:04.3544320
65;TimerEvent;FixationCompleted;18:03:06.0688640
65;ModOutcome;FixationMod_done;18:03:06.0766592
65;ModEvent;FixationMod_off;18:03:06.0767232
65;FixationDur;2.002967;18:03:06.0772224
65;ModEvent;waiting;18:03:06.0777728
65;ModEvent;RespMod_on;18:03:06.0780928
65;ModOutcome;waiting;18:03:06.0801920
65;RespError_cuefrac;0.437853625297636;18:03:07.3773952
